,Person,Subcategory,Category
10093,Şamil Aladin,Soviet writers,Writers
10094,Rita Rait-Kovaleva,Soviet writers,Writers
10095,Vahram Alazan,Soviet writers,Writers
10096,Konstantin Pyatnitsky,Soviet writers,Writers
10097,Yefimiya Krivosheyeva,Soviet writers,Writers
10098,Vladimir Tsvetov,Soviet writers,Writers
10099,Viktor Kokosov,Soviet writers,Writers
10100,Georgy Kechaari,Soviet writers,Writers
10101,Bauyrzhan Momyshuly,Soviet writers,Writers
10102,Viktor Nikitin (writer),Soviet writers,Writers
10103,Aleksandr Zheleznyakov,Soviet writers,Writers
10104,Elena Kaplinskaya,Soviet writers,Writers
10105,Viktor Koval,Soviet writers,Writers
10106,Igor Fesunenko,Soviet writers,Writers
10107,Viktor Grebennikov,Soviet writers,Writers
10108,Chabua Amirejibi,Soviet writers,Writers
10109,Vladimir Gubarev,Soviet writers,Writers
10110,Ali Shogentsukov,Soviet writers,Writers
10111,Yankev Shternberg,Soviet writers,Writers
10112,Sagit Agish,Soviet writers,Writers
10113,Villem Gross,Soviet writers,Writers
10114,Gohar Markosjan-Käsper,Soviet writers,Writers
10115,Aleksey Slapovsky,Soviet writers,Writers
10116,Idris Bazorkin,Soviet writers,Writers
10117,Yevgeny Charushin,Soviet writers,Writers
10118,Dimitri Isayev (writer),Soviet writers,Writers
10119,Leonid Rabichev,Soviet writers,Writers
10120,Fatix Ämirxan,Soviet writers,Writers
10121,Aleksandr Chakovsky,Soviet writers,Writers
10122,Olga Skorokhodova,Soviet writers,Writers
10123,Ernest Drezen,Soviet writers,Writers
10124,Petras Cvirka,Soviet writers,Writers
10125,Anton Mailyan,Soviet writers,Writers
10126,Platon Oyunsky,Soviet writers,Writers
10127,Pavel Prudnikau,Soviet writers,Writers
10128,Raisa Blokh,Soviet writers,Writers
10129,Grigol Abashidze,Soviet writers,Writers
10130,Anuarbek Alimzhanov,Soviet writers,Writers
10131,Isaac Boleslavsky,Soviet writers,Writers
10132,Yakov Agarunov,Soviet writers,Writers
10133,Vladimir Stavsky,Soviet writers,Writers
10134,Alexander Meiselman,Soviet writers,Writers
10135,Yudl Yoffe,Soviet writers,Writers
10136,Pavel Bazhov,Soviet writers,Writers
10137,Shukurbek Beyshenaliev,Soviet writers,Writers
10138,Iskhak Mashbash,Soviet writers,Writers
10139,Valentyn Rechmedin,Soviet writers,Writers
10140,Rasul Rza,Soviet writers,Writers
10141,Elena Rzhevskaya,Soviet writers,Writers
10142,Seitumer Emin,Soviet writers,Writers
10143,Izrail Metter,Soviet writers,Writers
10144,Maria Osten,Soviet writers,Writers
10145,Lev Sheinin,Soviet writers,Writers
10146,Uno Laht,Soviet writers,Writers
10147,Kanstantsia Builo,Soviet writers,Writers
10148,Vladimir Gilyarovsky,Soviet writers,Writers
10149,Solbon Angabaev,Soviet writers,Writers
10150,Hava Volovich,Soviet writers,Writers
10151,Ioseb Iremashvili,Soviet writers,Writers
10152,Nikifor Mran'ka,Soviet writers,Writers
10153,Josef Ringo,Soviet writers,Writers
10154,Boris Fishman,Soviet writers,Writers
10155,Vladimir Osipov,Soviet writers,Writers
10156,Ivan Svanidze,Soviet writers,Writers
10157,Tatiana Tchernavin,Soviet writers,Writers
10158,Arkady Vaksberg,Soviet writers,Writers
10159,Igor Akimushkin,Soviet writers,Writers
10160,Ilya Shtemler,Soviet writers,Writers
10161,Felix Malyarenko,Soviet writers,Writers
10162,Ilmar Sikemäe,Soviet writers,Writers
10163,Levan Gotua,Soviet writers,Writers
10164,Ostap Vyshnya,Soviet writers,Writers
10165,Ivan Sokolov-Mikitov,Soviet writers,Writers
10166,Sergei Varshavsky,Soviet writers,Writers
10167,Aleksandr Shcherbakov (20th-century politician),Soviet writers,Writers
10168,Ivan Bahrianyi,Soviet writers,Writers
10169,Mishi Bakhshiev,Soviet writers,Writers
10170,Alexander Stein,Soviet writers,Writers
10171,Nora Adamian,Soviet writers,Writers
10172,Veselin Branev,Soviet writers,Writers
10173,Mira Mendelson,Soviet writers,Writers
10174,Ismayil Shykhly,Soviet writers,Writers
10175,Suren Aghababyan,Soviet writers,Writers
10176,Ralf Parve,Soviet writers,Writers
10177,Yevgeny Titarenko,Soviet writers,Writers
10178,Lyudmila Ulitskaya,Soviet writers,Writers
10179,Elvira Galkina,Soviet writers,Writers
10180,Alexander Timofeevskiy,Soviet writers,Writers
10181,Nonna Bannister,Soviet writers,Writers
10182,Ivan Melezh,Soviet writers,Writers
10183,Borys Antonenko-Davydovych,Soviet writers,Writers
10184,Fedor Chispiyakov,Soviet writers,Writers
10185,Gabit Musirepov,Soviet writers,Writers
10186,Ida Nappelbaum,Soviet writers,Writers
10187,Majit Gafuri,Soviet writers,Writers
10188,Valerian Pletnyov,Soviet writers,Writers
10189,Vladimir V. Tchernavin,Soviet writers,Writers
10190,Semyon Shurtakov,Soviet writers,Writers
10191,Hanimana Alibeyli,Soviet writers,Writers
10192,Givi Margvelashvili,Soviet writers,Writers
10193,Anahit Sahinyan,Soviet writers,Writers
10194,Natalia Tolstaya,Soviet writers,Writers
10195,Konstantin Chervinskiy,Soviet writers,Writers
10196,Nikolai Dvortsov,Soviet writers,Writers
10197,Georgi Vladimov,Soviet writers,Writers
10198,Emînê Evdal,Soviet writers,Writers
10199,Edvin Polyanovsky,Soviet writers,Writers
10200,Anna Radlova,Soviet writers,Writers
10201,Alaviyya Babayeva,Soviet writers,Writers
10202,Lev Navrozov,Soviet writers,Writers
10203,Illarion Mgeladze,Soviet writers,Writers
10204,Vakhtang Ananyan,Soviet writers,Writers
10205,Marietta Chudakova,Soviet writers,Writers
10206,Solomon Efimovich Shulman,Soviet writers,Writers
10207,Ruvim Frayerman,Soviet writers,Writers
10208,Dagmar Normet,Soviet writers,Writers
10209,Melānija Vanaga,Soviet writers,Writers
10210,Konstantin Vorobyov (writer),Soviet writers,Writers
10211,Roman Kukhar,Soviet writers,Writers
10212,Gʻafur Gʻulom,Soviet writers,Writers
10213,Vasily Yan,Soviet writers,Writers
10214,Karen Karagezyan,Soviet writers,Writers
10215,Nikolai Bugay,Soviet writers,Writers
10216,Ille Toktash,Soviet writers,Writers
10217,Artyom Vesyoly,Soviet writers,Writers
10218,Vadim Pirogan,Soviet writers,Writers
10219,Alexander Alfonsovich Grossheim,Soviet writers,Writers
10220,Yuri Krotkov,Soviet writers,Writers
10221,Yakov Lyubarsky,Soviet writers,Writers
10222,Herman Sergo,Soviet writers,Writers
10223,Nado Makhmudov,Soviet writers,Writers
10224,Kedra Mitrei,Soviet writers,Writers
10225,Turab Tula,Soviet writers,Writers
10226,Georgi Gulia,Soviet writers,Writers
10227,Abulhasan Alakbarzadeh,Soviet writers,Writers
10228,Otar Chkheidze,Soviet writers,Writers
10229,Vasyl Folvarochnyi,Soviet writers,Writers
10230,Leida Kibuvits,Soviet writers,Writers
10231,Oleksandr Havryliuk,Soviet writers,Writers
10232,Lev Razgon,Soviet writers,Writers
10233,Mirza Ibrahimov,Soviet writers,Writers
10234,Nikolai Ostrovsky,Soviet writers,Writers
10235,Yevgenia Ginzburg,Soviet writers,Writers
10236,Mahmudkhodja Behbudiy,Soviet writers,Writers
10237,Ivan Gronsky,Soviet writers,Writers
10238,Harti Kanukov,Soviet writers,Writers
10239,Arsen Kotsoyev,Soviet writers,Writers
10240,Hans Leberecht,Soviet writers,Writers
10241,Felix Krivin,Soviet writers,Writers
10242,Alexander Ossovsky,Soviet writers,Writers
10243,Abuzar Aydamirov,Soviet writers,Writers
10244,David Markish,Soviet writers,Writers
10245,Jalil Keyekbaev,Soviet writers,Writers
10246,Antanas Vienuolis,Soviet writers,Writers
10247,Boris Khazanov,Soviet writers,Writers
10248,Farid Seiful-Mulyukov,Soviet writers,Writers
10249,Sultanmahmut Toraygirov,Soviet writers,Writers
10250,Magomet Mamakaev,Soviet writers,Writers
10251,Yuvan Shestalov,Soviet writers,Writers
10252,Muratsan,Soviet writers,Writers
10253,Yuri Rytkheu,Soviet writers,Writers
10254,Igor Matsiyevsky,Soviet writers,Writers
10255,Aleksandr Arosev,Soviet writers,Writers
10256,Yuri Mamleev,Soviet writers,Writers
10257,Vilis Lācis,Soviet writers,Writers
10258,Georgy Dzugayev,Soviet writers,Writers
10259,Hanna Krasnapiorka,Soviet writers,Writers
10260,Monta Kroma,Soviet writers,Writers
10261,Lilli Promet,Soviet writers,Writers
10262,Samand Siabandov,Soviet writers,Writers
10263,Jurij A. Treguboff,Soviet writers,Writers
10264,Vladimir Bushin,Soviet writers,Writers
10265,Klavdiya Nikolayeva,Soviet writers,Writers
10266,Antonina Pirozhkova,Soviet writers,Writers
10267,Viktor Kolupaev,Soviet writers,Writers
10268,Bavasan Abiduev,Soviet writers,Writers
10269,Elye Gordon,Soviet writers,Writers
10270,Alexander Konstantinopolsky,Soviet writers,Writers
10271,Ksenia Kuprina,Soviet writers,Writers
10272,Mikhail Lukonin,Soviet writers,Writers
10273,Joan Giné i Partagàs,Spanish writers,Writers
10274,Nacho Faerna,Spanish writers,Writers
10275,Pepe Oneto,Spanish writers,Writers
10276,Ricardo Bellveser,Spanish writers,Writers
10277,Ramiro Pinilla,Spanish writers,Writers
10278,Ignacio Martínez de Pisón,Spanish writers,Writers
10279,Vicente Suárez de Deza y Ávila,Spanish writers,Writers
10280,José Javier Esparza Torres,Spanish writers,Writers
10281,Raad Salam Naaman,Spanish writers,Writers
10282,Eduardo de Guzmán,Spanish writers,Writers
10283,Javier Molins,Spanish writers,Writers
10284,Francisco Asensi,Spanish writers,Writers
10285,Ildefonso Arenas,Spanish writers,Writers
10286,Adolfo Reyes,Spanish writers,Writers
10287,Raúl Guerra Garrido,Spanish writers,Writers
10288,Eloy Fernández Clemente,Spanish writers,Writers
10289,Benjamín Jarnés,Spanish writers,Writers
10290,Amaruk Kayshapanta,Spanish writers,Writers
10291,Manuel Guerra Gómez,Spanish writers,Writers
10292,Ceferino Avecilla,Spanish writers,Writers
10293,Miquel Desclot,Spanish writers,Writers
10294,Francesc Arroyo,Spanish writers,Writers
10295,Antonio Ros de Olano,Spanish writers,Writers
10296,Baltasar Gracián,Spanish writers,Writers
10297,Antía Cal,Spanish writers,Writers
10298,Alejandro Morellón,Spanish writers,Writers
10299,Elisa Herrero Uceda,Spanish writers,Writers
10300,José Escobar Saliente,Spanish writers,Writers
10301,Nolasc Acarín Tusell,Spanish writers,Writers
10302,Virgilio Leret,Spanish writers,Writers
10303,Luis de Góngora,Spanish writers,Writers
10304,Rosa Planas Ferrer,Spanish writers,Writers
10305,Miguel Maestre,Spanish writers,Writers
10306,José Montero Iglesias,Spanish writers,Writers
10307,María Sirvent,Spanish writers,Writers
10308,Julià Guillamon,Spanish writers,Writers
10309,Gonzalo Torné,Spanish writers,Writers
10310,Santiago Álvarez (writer),Spanish writers,Writers
10311,Alonso Guerrero Pérez,Spanish writers,Writers
10312,Luis Pardo Céspedes,Spanish writers,Writers
10313,José María Salaverría,Spanish writers,Writers
10314,Aixa de la Cruz,Spanish writers,Writers
10315,Juan José Mira,Spanish writers,Writers
10316,Enrique Beotas,Spanish writers,Writers
10317,Andrea Abreu,Spanish writers,Writers
10318,Juan Eduardo Zúñiga,Spanish writers,Writers
10319,José Luis Espejo Pérez,Spanish writers,Writers
10320,Shem Tob ben Isaac Ardutiel,Spanish writers,Writers
10321,Jesús Blasco,Spanish writers,Writers
10322,Luis Mateo Díez,Spanish writers,Writers
10323,Antoine Martin (writer),Spanish writers,Writers
10324,Jorge Martínez Reverte,Spanish writers,Writers
10325,Carlos Ruiz Zafón,Spanish writers,Writers
10326,Cristóbal de Molina,Spanish writers,Writers
10327,Lourdes Iriondo,Spanish writers,Writers
10328,Federico J. González Tejera,Spanish writers,Writers
10329,Llàtzer Moix,Spanish writers,Writers
10330,José Carlos Llop,Spanish writers,Writers
10331,Juan Carlos Segura Just,Spanish writers,Writers
10332,Gilberto Aleman,Spanish writers,Writers
10333,Rafael Bardají,Spanish writers,Writers
10334,Héctor Vázquez-Azpiri,Spanish writers,Writers
10335,Domingo Zapata,Spanish writers,Writers
10336,Gabriela Ybarra,Spanish writers,Writers
10337,Irene Reyes-Noguerol,Spanish writers,Writers
10338,Julio Murillo,Spanish writers,Writers
10339,Ana María Pérez del Campo,Spanish writers,Writers
10340,Juan Serrano Oteiza,Spanish writers,Writers
10341,Enrique Criado Navamuel,Spanish writers,Writers
10342,Luis Landero,Spanish writers,Writers
10343,Joaquín Portillo,Spanish writers,Writers
10344,Francisco Bermúdez de Pedraza,Spanish writers,Writers
10345,Jaime Siles,Spanish writers,Writers
10346,David Aliaga,Spanish writers,Writers
10347,Olivia Delcán,Spanish writers,Writers
10348,Carmen Laforet,Spanish writers,Writers
10349,Javier Pérez Andújar,Spanish writers,Writers
10350,Pep Coll,Spanish writers,Writers
10351,Antonio Martínez Menchén,Spanish writers,Writers
10352,Marian Lopez Fernandez-Cao,Spanish writers,Writers
10353,Guillem de Torroella,Spanish writers,Writers
10354,Eva García Sáenz de Urturi,Spanish writers,Writers
10355,Jorge Loring Miró,Spanish writers,Writers
10356,Munir Hachemi,Spanish writers,Writers
10357,Jesús Carrasco,Spanish writers,Writers
10358,Jordi Wild,Spanish writers,Writers
10359,Carlos Matallanas,Spanish writers,Writers
10360,Lope de Vega,Spanish writers,Writers
10361,Jacob Cansino,Spanish writers,Writers
10362,Javier Cremades,Spanish writers,Writers
10363,Miguel Delibes,Spanish writers,Writers
10364,Dalmacio Iglesias García,Spanish writers,Writers
10365,Juan Ramón Plana Pujol,Spanish writers,Writers
10366,Alex Aguilar,Spanish writers,Writers
10367,Roman de San Jose,Spanish writers,Writers
10368,Andrés Sorel,Spanish writers,Writers
10369,Pedro Agerre,Spanish writers,Writers
10370,Rafael Delorme,Spanish writers,Writers
10371,José de Arteche,Spanish writers,Writers
10372,Federico García Lorca,Spanish writers,Writers
10373,José María Marco,Spanish writers,Writers
10374,Constantino Bértolo,Spanish writers,Writers
10375,Concha Calleja,Spanish writers,Writers
10376,Balendin Enbeita,Spanish writers,Writers
10377,Josefina Castellví,Spanish writers,Writers
10378,Marcial Lafuente Estefanía,Spanish writers,Writers
10379,Miguel de Cervantes,Spanish writers,Writers
10380,Jorge Carrión,Spanish writers,Writers
10381,Mariasun Landa,Spanish writers,Writers
10382,Consuelo Álvarez Pool,Spanish writers,Writers
10383,Arsenio Lope Huerta,Spanish writers,Writers
10384,Tomás Yerro,Spanish writers,Writers
10385,Basilio Rodríguez Cañada,Spanish writers,Writers
10386,Diego de Torres Villarroel,Spanish writers,Writers
10387,Miguel Ángel Hernández,Spanish writers,Writers
10388,Xavier B. Fernández,Spanish writers,Writers
10389,Francisco de Cárdenas Espejo,Spanish writers,Writers
10390,Isaac Rosa,Spanish writers,Writers
10391,Garcilaso de la Vega (poet),Spanish writers,Writers
10392,Miguel Herrero Uceda,Spanish writers,Writers
10393,César Bianchi,Spanish writers,Writers
10394,José Ángel González Sainz,Spanish writers,Writers
10395,Teresa del Valle,Spanish writers,Writers
10396,Javier Montes,Spanish writers,Writers
10397,Tarzie Vittachi,Sri Lankan writers,Writers
10398,Sunil Wijesiriwardena,Sri Lankan writers,Writers
10399,S. H. Hasbullah,Sri Lankan writers,Writers
10400,H. M. Kudaligama,Sri Lankan writers,Writers
10401,Henry William Cave,Sri Lankan writers,Writers
10402,Sri Lankan literature,Sri Lankan writers,Writers
10403,Ashok Ferrey,Sri Lankan writers,Writers
10404,Ran Banda Seneviratne,Sri Lankan writers,Writers
10405,Raipiyel Tennakoon,Sri Lankan writers,Writers
10406,Adil Babikir,Sudanese writers,Writers
10407,Abdel Halim Mohamed,Sudanese writers,Writers
10408,Al Taib Mustafa,Sudanese writers,Writers
10409,Ishraga Mustafa Hamid,Sudanese writers,Writers
10410,Modison Salayedvwa Magagula,Swazi writers,Writers
10411,Anna Borgeryd,Swedish writers,Writers
10412,Gunnar Nirstedt,Swedish writers,Writers
10413,Alice Ceresa,Swedish writers,Writers
10414,Martin Österdahl,Swedish writers,Writers
10415,Marie Lundquist,Swedish writers,Writers
10416,Jovan Radomir,Swedish writers,Writers
10417,Ella Billing,Swedish writers,Writers
10418,Vasilis Papageorgiou,Swedish writers,Writers
10419,Fredrik Boije,Swedish writers,Writers
10420,Ebba De la Gardie,Swedish writers,Writers
10421,Karin Smirnoff (writer),Swedish writers,Writers
10422,Gunnar Sandelin,Swedish writers,Writers
10423,Staffan Seeberg,Swedish writers,Writers
10424,Nima Gholam Ali Pour,Swedish writers,Writers
10425,Cecilia Bååth-Holmberg,Swedish writers,Writers
10426,Brit Stakston,Swedish writers,Writers
10427,Madeleine Pousette,Swedish writers,Writers
10428,Marie Silkeberg,Swedish writers,Writers
10429,Uno Palmström,Swedish writers,Writers
10430,Emerich Roth,Swedish writers,Writers
10431,Nattramn,Swedish writers,Writers
10432,Gunnel Ahlin,Swedish writers,Writers
10433,Ingrid Carlberg,Swedish writers,Writers
10434,Oscar Hemberg,Swedish writers,Writers
10435,Johan Alfred Rinell,Swedish writers,Writers
10436,Ellen Rydelius,Swedish writers,Writers
10437,Magdalena Ribbing,Swedish writers,Writers
10438,Tomas Björkman,Swedish writers,Writers
10439,Algot Tergel,Swedish writers,Writers
10440,Björn Kjerfve,Swedish writers,Writers
10441,Anders Wiberg,Swedish writers,Writers
10442,Eva Dillner,Swedish writers,Writers
10443,Tone Schunnesson,Swedish writers,Writers
10444,Svante Thunberg,Swedish writers,Writers
10445,Esther Montelius,Swedish writers,Writers
10446,Markus Torgeby,Swedish writers,Writers
10447,Jan Wallentin,Swedish writers,Writers
10448,Soheila Fors,Swedish writers,Writers
10449,Hellen Lindgren,Swedish writers,Writers
10450,Anna Carlgren,Swedish writers,Writers
10451,Michael Wiander,Swedish writers,Writers
10452,Björn Ottersten,Swedish writers,Writers
10453,Sigfrid Siwertz,Swedish writers,Writers
10454,Maxim Grigoriev (author),Swedish writers,Writers
10455,Torsten Pettersson,Swedish writers,Writers
10456,Henrik Ekman,Swedish writers,Writers
10457,Sigrid Kruse,Swedish writers,Writers
10458,Bodil Jönsson,Swedish writers,Writers
10459,Jujja Wieslander,Swedish writers,Writers
10460,David Assarsson,Swedish writers,Writers
10461,Eva Neander,Swedish writers,Writers
10462,Ola Wikander,Swedish writers,Writers
10463,Elly Jannes,Swedish writers,Writers
10464,Lenke Rothman,Swedish writers,Writers
10465,Therese Bohman,Swedish writers,Writers
10466,Lars Burman,Swedish writers,Writers
10467,Ola Hansson,Swedish writers,Writers
10468,Eugen Hemberg,Swedish writers,Writers
10469,Per Nilsen,Swedish writers,Writers
10470,Elsa Alkman,Swedish writers,Writers
10471,Kerstin Hed,Swedish writers,Writers
10472,Zinat Pirzadeh,Swedish writers,Writers
10473,Pär Rådström,Swedish writers,Writers
10474,Herman Geijer,Swedish writers,Writers
10475,Lars H. Gustafsson,Swedish writers,Writers
10476,Daniel Akenine,Swedish writers,Writers
10477,Sverker Johansson,Swedish writers,Writers
10478,Torbjörn Axelman,Swedish writers,Writers
10479,Sven Barthel,Swedish writers,Writers
10480,Ernst Olson,Swedish writers,Writers
10481,Rosa Carlén,Swedish writers,Writers
10482,Erwin Bischofberger,Swedish writers,Writers
10483,Bo Ancker,Swedish writers,Writers
10484,Barbro Karlén,Swedish writers,Writers
10485,Pernilla Stalfelt,Swedish writers,Writers
10486,Zulmir Bečević,Swedish writers,Writers
10487,Anna Greta Wide,Swedish writers,Writers
10488,Anders Pontén,Swedish writers,Writers
10489,Bobi Sourander,Swedish writers,Writers
10490,Katarina Wennstam,Swedish writers,Writers
10491,Walter Dickson (author),Swedish writers,Writers
10492,Elsa Olenius,Swedish writers,Writers
10493,Ferdinand Tollin,Swedish writers,Writers
10494,Charlotte Cecilia af Tibell,Swedish writers,Writers
10495,Jan Ekström (author),Swedish writers,Writers
10496,Hugo Steiner,Swiss writers,Writers
10497,Arnold Käch,Swiss writers,Writers
10498,Timo von Gunten,Swiss writers,Writers
10499,Charles Ferdinand Ramuz,Swiss writers,Writers
10500,Katharina von Arx,Swiss writers,Writers
10501,Hélène Guisan,Swiss writers,Writers
10502,Bahar Yilmaz,Swiss writers,Writers
10503,Pierre Chappuis,Swiss writers,Writers
10504,Raphael H. Cohen,Swiss writers,Writers
10505,Alfred Bertholet,Swiss writers,Writers
10506,Hartmut Abendschein,Swiss writers,Writers
10507,Philipp Keel,Swiss writers,Writers
10508,Fleur Jaeggy,Swiss writers,Writers
10509,Michael Henss,Swiss writers,Writers
10510,Jana Haas,Swiss writers,Writers
10511,Sergius Golowin,Swiss writers,Writers
10512,Pierre Naftule,Swiss writers,Writers
10513,Cruz Melchor Eya Nchama,Swiss writers,Writers
10514,Grégoire Müller,Swiss writers,Writers
10515,Marc Lamunière,Swiss writers,Writers
10516,Adolf Frey,Swiss writers,Writers
10517,Jakob Bührer,Swiss writers,Writers
10518,Siegmund Hurwitz,Swiss writers,Writers
10519,Maria Susanna Kübler,Swiss writers,Writers
10520,Jakob Stutz,Swiss writers,Writers
10521,Raymond Bruckert,Swiss writers,Writers
10522,Andreas Russenberger,Swiss writers,Writers
10523,Samuel Widmer,Swiss writers,Writers
10524,Louis Burnier,Swiss writers,Writers
10525,Hans Caspar Hirzel,Swiss writers,Writers
10526,Ferdinand Lion,Swiss writers,Writers
10527,Rudolf Hospinian,Swiss writers,Writers
10528,Johann Jakob Weilenmann,Swiss writers,Writers
10529,Johann Ludwig Burckhardt,Swiss writers,Writers
10530,Herbert Meier,Swiss writers,Writers
10531,Pierre-Louis Matthey,Swiss writers,Writers
10532,Beat Sterchi,Swiss writers,Writers
10533,Pascal Voggenhuber,Swiss writers,Writers
10534,James Karnusian,Swiss writers,Writers
10535,Luc Bürgin,Swiss writers,Writers
10536,Gustav Renker,Swiss writers,Writers
10537,Aline Valangin,Swiss writers,Writers
10538,Maria Lauber,Swiss writers,Writers
10539,Otto Henne am Rhyn,Swiss writers,Writers
10540,Bertrand Hourcade,Swiss writers,Writers
10541,Raphael Urweider,Swiss writers,Writers
10542,Salcia Landmann,Swiss writers,Writers
10543,Alexis Maridor,Swiss writers,Writers
10544,René Gardi,Swiss writers,Writers
10545,Franz Hohler,Swiss writers,Writers
10546,Philipp Tingler,Swiss writers,Writers
10547,Elsie Attenhofer,Swiss writers,Writers
10548,Carmen bin Laden,Swiss writers,Writers
10549,Jakob Christoph Heer,Swiss writers,Writers
10550,John Knittel,Swiss writers,Writers
10551,Aglaja Veteranyi,Swiss writers,Writers
10552,Colette Mathur,Swiss writers,Writers
10553,Karl Kälin,Swiss writers,Writers
10554,Christoph Simon,Swiss writers,Writers
10555,Guy de Pourtalès,Swiss writers,Writers
10556,Urs Widmer,Swiss writers,Writers
10557,Samuel Haberstich,Swiss writers,Writers
10558,Ted Sieger,Swiss writers,Writers
10559,Lars Jaeger,Swiss writers,Writers
10560,Ian Christe,Swiss writers,Writers
10561,Edmond Pidoux,Swiss writers,Writers
10562,Niklaus Meienberg,Swiss writers,Writers
10563,Bolette Sutermeister Petri,Swiss writers,Writers
10564,Johann Stumpf (writer),Swiss writers,Writers
10565,Isabelle Morel,Swiss writers,Writers
10566,Viktor Korchnoi,Swiss writers,Writers
10567,Marcel Roethlisberger,Swiss writers,Writers
10568,Kurt von Fischer,Swiss writers,Writers
10569,Jakob Streit,Swiss writers,Writers
10570,"Fortunato de Felice, 2nd Count Panzutti",Swiss writers,Writers
10571,Samuel Brawand,Swiss writers,Writers
10572,Jürg Federspiel,Swiss writers,Writers
10573,Jürg Weibel,Swiss writers,Writers
10574,Lukas Bärfuss,Swiss writers,Writers
10575,Ulrich Boner,Swiss writers,Writers
10576,Annemarie von Matt,Swiss writers,Writers
10577,Monika Hausammann,Swiss writers,Writers
10578,Christoph Doswald,Swiss writers,Writers
10579,Thomas Baumer,Swiss writers,Writers
10580,Louis de Rougemont,Swiss writers,Writers
10581,Bernhard Schaub,Swiss writers,Writers
10582,Rudolf von Tavel,Swiss writers,Writers
10583,Eric Franklin,Swiss writers,Writers
10584,Guillaume de Lamberty,Swiss writers,Writers
10585,Hans Mühlethaler,Swiss writers,Writers
10586,Christoph Beat Graber,Swiss writers,Writers
10587,Frieda Hauswirth,Swiss writers,Writers
10588,Peter Bieri (author),Swiss writers,Writers
10589,Giovanni Andrea Scartazzini,Swiss writers,Writers
10590,Heinrich von Wild,Swiss writers,Writers
10591,Maja Beutler,Swiss writers,Writers
10592,A. C. Frieden,Swiss writers,Writers
10593,Laura Gonzenbach,Swiss writers,Writers
10594,Jeanlouis Cornuz,Swiss writers,Writers
10595,Michael Guggenheimer,Swiss writers,Writers
10596,Eugène Rambert,Swiss writers,Writers
10597,Colin Thibert,Swiss writers,Writers
10598,Pia Gyger,Swiss writers,Writers
10599,Werner Uebelmann,Swiss writers,Writers
10600,Corinne Hofmann,Swiss writers,Writers
10601,Carl Spitteler,Swiss writers,Writers
10602,Martin R. Dean,Swiss writers,Writers
10603,Albert J. Welti,Swiss writers,Writers
10604,John Ming,Swiss writers,Writers
10605,Giorgio Orelli,Swiss writers,Writers
10606,Christian Marazzi,Swiss writers,Writers
10607,Pedro Lenz,Swiss writers,Writers
10608,Arno Camenisch,Swiss writers,Writers
10609,Daniel Ammann,Swiss writers,Writers
10610,Jacqueline Thévoz,Swiss writers,Writers
10611,Hanna Johansen,Swiss writers,Writers
10612,Helen Meier,Swiss writers,Writers
10613,Eléona Uhl,Swiss writers,Writers
10614,Jon Kimche,Swiss writers,Writers
10615,Selma Urfer,Swiss writers,Writers
10616,Erich Gamma,Swiss writers,Writers
10617,Bruno Giussani,Swiss writers,Writers
10618,Silvio Blatter,Swiss writers,Writers
10619,Conradin Perner,Swiss writers,Writers
10620,Paul Nizon,Swiss writers,Writers
10621,Michel Kilo,Syrian writers,Writers
10622,Haytham Manna,Syrian writers,Writers
10623,Marwan Habash,Syrian writers,Writers
10624,Hanna Diyab,Syrian writers,Writers
10625,Mahmoud Hasan al-Jasim,Syrian writers,Writers
10626,Mansour al-Omari,Syrian writers,Writers
10627,Wafa Sultan,Syrian writers,Writers
10628,Orwa Nyrabia,Syrian writers,Writers
10629,Vardan of Aygek,Syrian writers,Writers
10630,Helîm Yûsiv,Syrian writers,Writers
10631,Abd al-Rahman al-Kawakibi,Syrian writers,Writers
10632,Nedaa Elias,Syrian writers,Writers
10633,Munir Altheeb,Syrian writers,Writers
10634,Kenainah Diab,Syrian writers,Writers
10635,Muhammad Surur,Syrian writers,Writers
10636,Dima Alzayat,Syrian writers,Writers
10637,Halla Diyab,Syrian writers,Writers
10638,Nihad Sirees,Syrian writers,Writers
10639,Abdallah Marrash,Syrian writers,Writers
10640,Tarek Alarabi Tourgane,Syrian writers,Writers
10641,Nadir Al Zoghbi,Syrian writers,Writers
10642,Sadiq Jalal al-Azm,Syrian writers,Writers
10643,Ziad Abdullah,Syrian writers,Writers
10644,Raghda Hassan,Syrian writers,Writers
10645,Ali al-Abdallah,Syrian writers,Writers
10646,Mohammad bin Ahmad Al-Ba'uni,Syrian writers,Writers
10647,Georges Samné,Syrian writers,Writers
10648,Faisal Khartash,Syrian writers,Writers
10649,Hanan Qassab Hassan,Syrian writers,Writers
10650,Tayyeb Tizini,Syrian writers,Writers
10651,Hamid Al Amadi,Syrian writers,Writers
10652,Tarafa Baghajati,Syrian writers,Writers
10653,Abdulsalam Haykal,Syrian writers,Writers
10654,Mohammed Rateb al-Nabulsi,Syrian writers,Writers
10655,Hussein Aoudat,Syrian writers,Writers
10656,Mohammad Jumah,Syrian writers,Writers
10657,Hanna K. Korany,Syrian writers,Writers
10658,Ali Al-Tantawi,Syrian writers,Writers
10659,Publilius Syrus,Syrian writers,Writers
10660,Yasmine Seale,Syrian writers,Writers
10661,Sana Mustafa,Syrian writers,Writers
10662,Kamal Sido,Syrian writers,Writers
