,Word,Count,Subcategory
3665,received,2,Ghanaian writers
3666,references,2,Ghanaian writers
3667,routledge,2,Ghanaian writers
3668,school,2,Ghanaian writers
3669,social,2,Ghanaian writers
3670,toronto,2,Ghanaian writers
3671,universalism,2,Ghanaian writers
3672,work,2,Ghanaian writers
3673,written,2,Ghanaian writers
3674,1896,1,Ghanaian writers
3675,1938,1,Ghanaian writers
3676,1941,1,Ghanaian writers
3677,1960,1,Ghanaian writers
3678,1961,1,Ghanaian writers
3679,1966,1,Ghanaian writers
3680,2003,1,Ghanaian writers
3681,2006,1,Ghanaian writers
3682,2019,1,Ghanaian writers
3683,61,1,Ghanaian writers
3684,a.b,1,Ghanaian writers
3685,accra,1,Ghanaian writers
3686,acknowledged,1,Ghanaian writers
3687,africa,1,Ghanaian writers
3688,de,33,Swiss writers
3689,isbn,17,Swiss writers
3690,christe,14,Swiss writers
3691,pourtalès,14,Swiss writers
3692,978,13,Swiss writers
3693,la,13,Swiss writers
3694,3,12,Swiss writers
3695,gallimard,12,Swiss writers
3696,guy,11,Swiss writers
3697,der,10,Swiss writers
3698,switzerland,10,Swiss writers
3699,ian,9,Swiss writers
3700,prize,9,Swiss writers
3701,du,8,Swiss writers
3702,metal,8,Swiss writers
3703,swiss,8,Swiss writers
3704,und,8,Swiss writers
3705,verlag,8,Swiss writers
3706,8353,7,Swiss writers
3707,book,7,Swiss writers
3708,born,7,Swiss writers
3709,french,7,Swiss writers
3710,göttingen,7,Swiss writers
3711,published,7,Swiss writers
3712,wallstein,7,Swiss writers
3713,die,6,Swiss writers
3714,german,6,Swiss writers
3715,history,6,Swiss writers
3716,holocaust,6,Swiss writers
3717,paris,6,Swiss writers
3718,schaub,6,Swiss writers
3719,bärfuss,5,Swiss writers
3720,france,5,Swiss writers
3721,party,5,Swiss writers
3722,work,5,Swiss writers
3723,works,5,Swiss writers
3724,0,4,Swiss writers
3725,2,4,Swiss writers
3726,2019,4,Swiss writers
3727,band,4,Swiss writers
3728,bazillion,4,Swiss writers
3729,books,4,Swiss writers
3730,das,4,Swiss writers
3731,des,4,Swiss writers
3732,et,4,Swiss writers
3733,founded,4,Swiss writers
3734,française,4,Swiss writers
3735,geneva,4,Swiss writers
3736,heavy,4,Swiss writers
3737,june,4,Swiss writers
3738,moore,48,Irish writers
3739,irish,36,Irish writers
3740,mullen,30,Irish writers
3741,aran,21,Irish writers
3742,years,21,Irish writers
3743,life,20,Irish writers
3744,western,20,Irish writers
3745,australia,19,Irish writers
3746,ireland,18,Irish writers
3747,o'shannon,17,Irish writers
3748,labour,16,Irish writers
3749,film,14,Irish writers
3750,man,13,Irish writers
3751,died,12,Irish writers
3752,dublin,12,Irish writers
3753,john,12,Irish writers
3754,land,12,Irish writers
3755,river,12,Irish writers
3756,early,11,Irish writers
3757,island,11,Irish writers
3758,faber,10,Irish writers
3759,party,10,Irish writers
3760,boston,9,Irish writers
3761,county,9,Irish writers
3762,family,9,Irish writers
3763,published,9,Irish writers
3764,son,9,Irish writers
3765,colonial,8,Irish writers
3766,connolly,8,Irish writers
3767,following,8,Irish writers
3768,governor,8,Irish writers
3769,history,8,Irish writers
3770,inishmore,8,Irish writers
3771,language,8,Irish writers
3772,later,8,Irish writers
3773,london,8,Irish writers
3774,married,8,Irish writers
3775,october,8,Irish writers
3776,swan,8,Irish writers
3777,appointed,7,Irish writers
3778,area,7,Irish writers
3779,church,7,Irish writers
3780,death,7,Irish writers
3781,general,7,Irish writers
3782,james,7,Irish writers
3783,thomas,7,Irish writers
3784,time,7,Irish writers
3785,trade,7,Irish writers
3786,avon,6,Irish writers
3787,barbara,6,Irish writers
3788,jamaica,3,Jamaican writers
3789,jamaican,3,Jamaican writers
3790,novel,3,Jamaican writers
3791,governess,2,Jamaican writers
3792,having,2,Jamaican writers
3793,indian,2,Jamaican writers
3794,stephenson,2,Jamaican writers
3795,undine,2,Jamaican writers
3796,west,2,Jamaican writers
3797,1,1,Jamaican writers
3798,1909,1,Jamaican writers
3799,1911,1,Jamaican writers
3800,1935,1,Jamaican writers
3801,2,1,Jamaican writers
3802,21,1,Jamaican writers
3803,august,1,Jamaican writers
3804,black,1,Jamaican writers
3805,broadway,1,Jamaican writers
3806,broken,1,Jamaican writers
3807,characters,1,Jamaican writers
3808,child,1,Jamaican writers
3809,chip,1,Jamaican writers
3810,christ,1,Jamaican writers
3811,city,1,Jamaican writers
3812,clarine,1,Jamaican writers
3813,countryside,1,Jamaican writers
3814,creole,1,Jamaican writers
3815,described,1,Jamaican writers
3816,dies,1,Jamaican writers
3817,dreamland,1,Jamaican writers
3818,dust,1,Jamaican writers
3819,eden,1,Jamaican writers
3820,englishman,1,Jamaican writers
3821,escapes,1,Jamaican writers
3822,experience,1,Jamaican writers
3823,fact,1,Jamaican writers
3824,falls,1,Jamaican writers
3825,features,1,Jamaican writers
3826,forced,1,Jamaican writers
3827,happy,1,Jamaican writers
3828,heart,1,Jamaican writers
3829,hills,1,Jamaican writers
3830,house,1,Jamaican writers
3831,idealised,1,Jamaican writers
3832,idleness,1,Jamaican writers
3833,jesus,1,Jamaican writers
3834,kim,1,Jamaican writers
3835,lagwood,1,Jamaican writers
3836,love,1,Jamaican writers
3837,lover,1,Jamaican writers
3838,urdu,18,Pakistani writers
3839,tariq,15,Pakistani writers
3840,umrao,14,Pakistani writers
3841,gul,8,Pakistani writers
3842,rahim,7,Pakistani writers
3843,short,6,Pakistani writers
3844,writing,5,Pakistani writers
3845,collection,4,Pakistani writers
3846,contemporary,4,Pakistani writers
3847,india,4,Pakistani writers
3848,ka,4,Pakistani writers
3849,karachi,4,Pakistani writers
3850,pakistan,4,Pakistani writers
3851,pashto,4,Pakistani writers
3852,1979,3,Pakistani writers
3853,1985,3,Pakistani writers
3854,adamjee,3,Pakistani writers
3855,army,3,Pakistani writers
3856,award,3,Pakistani writers
3857,biography,3,Pakistani writers
3858,books,3,Pakistani writers
3859,born,3,Pakistani writers
3860,e,3,Pakistani writers
3861,early,3,Pakistani writers
3862,fatehpur,3,Pakistani writers
3863,film,3,Pakistani writers
3864,language,3,Pakistani writers
3865,literary,3,Pakistani writers
3866,moved,3,Pakistani writers
3867,police,3,Pakistani writers
3868,published,3,Pakistani writers
3869,sindh,3,Pakistani writers
3870,started,3,Pakistani writers
3871,stories,3,Pakistani writers
3872,wa,3,Pakistani writers
3873,wrote,3,Pakistani writers
3874,1932,2,Pakistani writers
3875,1971,2,Pakistani writers
3876,2011,2,Pakistani writers
3877,28,2,Pakistani writers
3878,8,2,Pakistani writers
3879,abdul,2,Pakistani writers
3880,aey,2,Pakistani writers
3881,april,2,Pakistani writers
3882,author,2,Pakistani writers
3883,badan,2,Pakistani writers
3884,british,2,Pakistani writers
3885,career,2,Pakistani writers
3886,critic,2,Pakistani writers
3887,daily,2,Pakistani writers
3888,herloßsohn,17,German writers
3889,leipzig,15,German writers
3890,vols,12,German writers
3891,und,11,German writers
3892,die,9,German writers
3893,der,8,German writers
3894,2,6,German writers
3895,carl,6,German writers
3896,prague,6,German writers
3897,von,6,German writers
3898,german,5,German writers
3899,published,5,German writers
3900,works,5,German writers
3901,3,4,German writers
3902,karl,4,German writers
3903,oder,4,German writers
3904,1842,3,German writers
3905,des,3,German writers
3906,erste,3,German writers
3907,georg,3,German writers
3908,including,3,German writers
3909,literature,3,German writers
3910,numerous,3,German writers
3911,reginald,3,German writers
3912,robert,3,German writers
3913,vormärz,3,German writers
3914,wrote,3,German writers
3915,10,2,German writers
3916,12,2,German writers
3917,1414,2,German writers
3918,1426,2,German writers
3919,1827,2,German writers
3920,1830,2,German writers
3921,1833,2,German writers
3922,1834,2,German writers
3923,1846,2,German writers
3924,1847,2,German writers
3925,1848,2,German writers
3926,6,2,German writers
3927,8,2,German writers
3928,bis,2,German writers
3929,buch,2,German writers
3930,böhmen,2,German writers
3931,clauren,2,German writers
3932,critical,2,German writers
3933,das,2,German writers
3934,dejwitz,2,German writers
3935,deutsche,2,German writers
3936,eines,2,German writers
3937,gesammtausgabe,2,German writers
3938,born,2,Slovenian writers
3939,business,2,Slovenian writers
3940,feline,2,Slovenian writers
3941,italian,2,Slovenian writers
3942,journalist,2,Slovenian writers
3943,kuga,2,Slovenian writers
3944,ljubljana,2,Slovenian writers
3945,mačja,2,Slovenian writers
3946,plague,2,Slovenian writers
3947,short,2,Slovenian writers
3948,town,2,Slovenian writers
3949,1960,1,Slovenian writers
3950,1990s,1,Slovenian writers
3951,1993,1,Slovenian writers
3952,1995,1,Slovenian writers
3953,1996,1,Slovenian writers
3954,1998,1,Slovenian writers
3955,2000,1,Slovenian writers
3956,23,1,Slovenian writers
3957,affairs,1,Slovenian writers
3958,alain,1,Slovenian writers
3959,alessandro,1,Slovenian writers
3960,ali,1,Slovenian writers
3961,april,1,Slovenian writers
3962,arsenijević,1,Slovenian writers
3963,authors,1,Slovenian writers
3964,baricco,1,Slovenian writers
3965,beasts,1,Slovenian writers
3966,books,1,Slovenian writers
3967,border,1,Slovenian writers
3968,botton,1,Slovenian writers
3969,capernaum,1,Slovenian writers
3970,casanova,1,Slovenian writers
3971,children,1,Slovenian writers
3972,cimre,1,Slovenian writers
3973,collection,1,Slovenian writers
3974,column,1,Slovenian writers
3975,congress,1,Slovenian writers
3976,current,1,Slovenian writers
3977,de,1,Slovenian writers
3978,early,1,Slovenian writers
3979,ed,1,Slovenian writers
3980,english,1,Slovenian writers
3981,fielding,1,Slovenian writers
3982,french,1,Slovenian writers
3983,gaston,1,Slovenian writers
3984,giacomo,1,Slovenian writers
3985,gorica,1,Slovenian writers
3986,grew,1,Slovenian writers
3987,helen,1,Slovenian writers
3988,bose,66,Indian writers
3989,university,35,Indian writers
3990,india,26,Indian writers
3991,gogte,25,Indian writers
3992,indian,25,Indian writers
3993,sugata,23,Indian writers
3994,isbn,14,Indian writers
3995,subhas,14,Indian writers
3996,chandra,13,Indian writers
3997,history,13,Indian writers
3998,new,13,Indian writers
3999,cambridge,12,Indian writers
4000,court,12,Indian writers
4001,life,12,Indian writers
4002,saibaba,12,Indian writers
4003,2011,11,Indian writers
4004,college,11,Indian writers
4005,empire,11,Indian writers
4006,press,11,Indian writers
4007,research,11,Indian writers
4008,economy,10,Indian writers
4009,ocean,10,Indian writers
4010,pune,10,Indian writers
4011,career,9,Indian writers
4012,management,9,Indian writers
4013,professor,9,Indian writers
4014,year,9,Indian writers
4015,delhi,8,Indian writers
4016,global,8,Indian writers
4017,published,8,Indian writers
4018,2012,7,Indian writers
4019,age,7,Indian writers
4020,asia,7,Indian writers
4021,book,7,Indian writers
4022,business,7,Indian writers
4023,early,7,Indian writers
4024,gangapadhyay,7,Indian writers
4025,harvard,7,Indian writers
4026,july,7,Indian writers
4027,march,7,Indian writers
4028,oxford,7,Indian writers
4029,review,7,Indian writers
4030,served,7,Indian writers
4031,south,7,Indian writers
4032,struggle,7,Indian writers
4033,till,7,Indian writers
4034,york,7,Indian writers
4035,2015,6,Indian writers
4036,bengal,6,Indian writers
4037,born,6,Indian writers
4038,de,4,Ivorian writers
4039,la,4,Ivorian writers
4040,19,2,Ivorian writers
4041,1984,2,Ivorian writers
4042,2019,2,Ivorian writers
4043,africaine,2,Ivorian writers
4044,barthélémy,2,Ivorian writers
4045,dans,2,Ivorian writers
4046,ivorian,2,Ivorian writers
4047,january,2,Ivorian writers
4048,kotchy,2,Ivorian writers
4049,l'œuvre,2,Ivorian writers
4050,1934,1,Ivorian writers
4051,1982,1,Ivorian writers
4052,1989,1,Ivorian writers
4053,1993,1,Ivorian writers
4054,2001,1,Ivorian writers
4055,2008,1,Ivorian writers
4056,84,1,Ivorian writers
4057,abidjan,1,Ivorian writers
4058,africaines,1,Ivorian writers
4059,aged,1,Ivorian writers
4060,aimé,1,Ivorian writers
4061,arts,1,Ivorian writers
4062,ascad,1,Ivorian writers
4063,bassam,1,Ivorian writers
4064,bernard,1,Ivorian writers
4065,chansons,1,Ivorian writers
4066,christophe,1,Ivorian writers
4067,correspondance,1,Ivorian writers
4068,critique,1,Ivorian writers
4069,césaire,1,Ivorian writers
4070,dadié,1,Ivorian writers
4071,dailly,1,Ivorian writers
4072,damas,1,Ivorian writers
4073,des,1,Ivorian writers
4074,died,1,Ivorian writers
4075,essai,1,Ivorian writers
4076,et,1,Ivorian writers
4077,founders,1,Ivorian writers
4078,gontran,1,Ivorian writers
4079,grand,1,Ivorian writers
4080,kesteloot,1,Ivorian writers
4081,l'homme,1,Ivorian writers
4082,lecture,1,Ivorian writers
4083,lilyan,1,Ivorian writers
4084,littérature,1,Ivorian writers
4085,léon,1,Ivorian writers
4086,n'guessan,1,Ivorian writers
4087,noir,1,Ivorian writers
4088,bulgarian,10,Bulgarian writers
4089,minkov,8,Bulgarian writers
4090,1942,3,Bulgarian writers
4091,1966,3,Bulgarian writers
4092,house,3,Bulgarian writers
4093,sofia,3,Bulgarian writers
4094,tales,3,Bulgarian writers
4095,works,3,Bulgarian writers
4096,1902,2,Bulgarian writers
4097,1920s,2,Bulgarian writers
4098,1922,2,Bulgarian writers
4099,1936,2,Bulgarian writers
4100,22,2,Bulgarian writers
4101,brother,2,Bulgarian writers
4102,communist,2,Bulgarian writers
4103,diabolism,2,Bulgarian writers
4104,died,2,Bulgarian writers
4105,fiction,2,Bulgarian writers
4106,literary,2,Bulgarian writers
4107,local,2,Bulgarian writers
4108,military,2,Bulgarian writers
4109,november,2,Bulgarian writers
4110,number,2,Bulgarian writers
4111,radomir,2,Bulgarian writers
4112,studied,2,Bulgarian writers
4113,studies,2,Bulgarian writers
4114,style,2,Bulgarian writers
4115,svetoslav,2,Bulgarian writers
4116,working,2,Bulgarian writers
4117,12,1,Bulgarian writers
4118,1920,1,Bulgarian writers
4119,1923,1,Bulgarian writers
4120,1924,1,Bulgarian writers
4121,1925,1,Bulgarian writers
4122,1927,1,Bulgarian writers
4123,1928,1,Bulgarian writers
4124,1930s,1,Bulgarian writers
4125,1931,1,Bulgarian writers
4126,1932,1,Bulgarian writers
4127,1933,1,Bulgarian writers
4128,1934,1,Bulgarian writers
4129,1938,1,Bulgarian writers
4130,1941,1,Bulgarian writers
4131,1943,1,Bulgarian writers
4132,1944,1,Bulgarian writers
4133,1950,1,Bulgarian writers
4134,1954,1,Bulgarian writers
4135,1962,1,Bulgarian writers
4136,absurdism,1,Bulgarian writers
4137,absurdist,1,Bulgarian writers
4138,translated,3,Egyptian writers
4139,english,2,Egyptian writers
4140,abdelmegid,1,Egyptian writers
4141,ain,1,Egyptian writers
4142,author,1,Egyptian writers
4143,bahaa,1,Egyptian writers
4144,bar,1,Egyptian writers
4145,chip,1,Egyptian writers
4146,department,1,Egyptian writers
4147,egyptian,1,Egyptian writers
4148,jonathan,1,Egyptian writers
4149,novels,1,Egyptian writers
4150,obtained,1,Egyptian writers
4151,phd,1,Egyptian writers
4152,references,1,Egyptian writers
4153,rossetti,1,Egyptian writers
4154,saint,1,Egyptian writers
4155,shams,1,Egyptian writers
4156,short,1,Egyptian writers
4157,sleeping,1,Egyptian writers
4158,stories,1,Egyptian writers
4159,strangers,1,Egyptian writers
4160,teaches,1,Egyptian writers
4161,temple,1,Egyptian writers
4162,theresa,1,Egyptian writers
4163,university,1,Egyptian writers
4164,wright,1,Egyptian writers
4165,writer,1,Egyptian writers
4166,hlaing,28,Burmese writers
4167,pho,26,Burmese writers
4168,burmese,19,Burmese writers
4169,novel,18,Burmese writers
4170,king,16,Burmese writers
4171,ma,14,Burmese writers
4172,novels,14,Burmese writers
4173,burma,13,Burmese writers
4174,kyaw,13,Burmese writers
4175,maung,12,Burmese writers
4176,oo,11,Burmese writers
4177,treatise,11,Burmese writers
4178,wrote,11,Burmese writers
4179,nyo,10,Burmese writers
4180,hla,9,Burmese writers
4181,life,9,Burmese writers
4182,mindon,9,Burmese writers
4183,career,8,Burmese writers
4184,chit,8,Burmese writers
4185,james,8,Burmese writers
4186,royal,8,Burmese writers
4187,works,8,Burmese writers
4188,buddhist,7,Burmese writers
4189,father,7,Burmese writers
4190,historical,7,Burmese writers
4191,myanmar,7,Burmese writers
4192,philosophy,7,Burmese writers
4193,said,7,Burmese writers
4194,u,7,Burmese writers
4195,writer,7,Burmese writers
4196,yin,7,Burmese writers
4197,based,6,Burmese writers
4198,lingadipa,6,Burmese writers
4199,literary,6,Burmese writers
4200,lord,6,Burmese writers
4201,lottery,6,Burmese writers
4202,school,6,Burmese writers
4203,story,6,Burmese writers
4204,theatrical,6,Burmese writers
4205,young,6,Burmese writers
4206,author,5,Burmese writers
4207,buddha,5,Burmese writers
4208,different,5,Burmese writers
4209,film,5,Burmese writers
4210,known,5,Burmese writers
4211,later,5,Burmese writers
4212,literature,5,Burmese writers
4213,magazine,5,Burmese writers
4214,mandalay,5,Burmese writers
4215,monarchy,5,Burmese writers
4216,novel,8,Nepalese writers
4217,yogmaya,7,Nepalese writers
4218,bs,6,Nepalese writers
4219,puraskar,6,Nepalese writers
4220,2020,5,Nepalese writers
4221,born,5,Nepalese writers
4222,nepali,5,Nepalese writers
4223,published,5,Nepalese writers
